"DYNAMIC_TABLE","M_DBFHISTO","FIELD_NAME"
"DYN_DMS_BOND_AFS_PNL","His1_170            ","INTEREST  "
"DYN_DMS_BOND_AFS_PNL","His1_170            ","MARKETUNR "
"DYN_DMS_BOND_AFS_PNL","His1_170            ","MKT_PRICE "
"DYN_DMS_BOND_AFS_PNL","His1_170            ","MTM       "
"DYN_DMS_BOND_AFS_PNL","His1_170            ","NETCPNACC "
"DYN_DMS_BOND_AFS_PNL","His1_170            ","NOMINAL   "
"DYN_DMS_BOND_AFS_PNL","His1_170            ","OPENINGAM "
"DYN_DMS_BOND_AFS_PNL","His1_170            ","PAMO_CY   "
"DYN_DMS_BOND_AFS_PNL","His1_170            ","PAMO_EY   "
"DYN_DMS_BOND_AFS_PNL","His1_170            ","PAMO_LIN  "
"DYN_DMS_BOND_AFS_PNL","His1_170            ","PORTFOLIO "
"DYN_DMS_BOND_AFS_PNL","His1_170            ","POSITION  "
"DYN_DMS_BOND_AFS_PNL","His1_170            ","R_COUPON  "
"DYN_DMS_BOND_AFS_PNL","His1_170            ","R_PAMO_CY "
"DYN_DMS_BOND_AFS_PNL","His1_170            ","R_PAMO_EY "
"DYN_DMS_BOND_AFS_PNL","His1_170            ","R_PAMO_LI "
"DYN_DMS_BOND_AFS_PNL","His1_170            ","R_PL      "
"DYN_DMS_BOND_AFS_PNL","His1_170            ","SEC_MKT_P "
"DYN_DMS_BOND_AFS_PNL","His1_170            ","SIGNEDQU1 "
"DYN_DMS_BOND_AFS_PNL","His1_170            ","SIGNEDQUA "
"DYN_DMS_BOND_AFS_PNL","His1_170            ","TAXONNET1 "
"DYN_DMS_BOND_AFS_PNL","His1_170            ","TAXONNETC "
"DYN_DMS_BOND_AFS_PNL","His1_170            ","TAXONNETM "
"DYN_DMS_BOND_AFS_PNL","His1_170            ","T_COST    "
"DYN_DMS_BOND_AFS_PNL","His1_170            ","T_R_PL_CY "
"DYN_DMS_BOND_AFS_PNL","His1_170            ","T_R_PL_EY "
"DYN_DMS_BOND_AFS_PNL","His1_170            ","T_R_PL_LI "
"DYN_DMS_BOND_AFS_PNL","His1_170            ","U_ACOST_C "
"DYN_DMS_BOND_AFS_PNL","His1_170            ","U_ACOST_E "
"DYN_DMS_BOND_AFS_PNL","His1_170            ","U_ACOST_L "
"DYN_DMS_BOND_AFS_PNL","His1_170            ","U_PAMO_CY "
"DYN_DMS_BOND_AFS_PNL","His1_170            ","U_PAMO_EY "
"DYN_DMS_BOND_AFS_PNL","His1_170            ","U_PAMO_LI "
"DYN_DMS_BOND_AFS_PNL","His1_170            ","U_PL      "
"DYN_DMS_BOND_AFS_PNL","His1_170            ","U_PL_CG_C "
"DYN_DMS_BOND_AFS_PNL","His1_170            ","U_PL_CG_E "
"DYN_DMS_BOND_AFS_PNL","His1_170            ","U_PL_CG_L "
"DYN_DMS_BOND_AFS_PNL","His1_170            ","U_PL_CY   "
"DYN_DMS_BOND_AFS_PNL","His1_170            ","U_PL_EY   "
"DYN_DMS_BOND_AFS_PNL","His1_170            ","U_PL_LIN  "
"DYN_EQD_CONTRIBUTOR ","His1_184            ","ACC_DATE  "
"DYN_EQD_CONTRIBUTOR ","His1_184            ","AVP       "
"DYN_EQD_CONTRIBUTOR ","His1_184            ","CASH_INC1 "
"DYN_EQD_CONTRIBUTOR ","His1_184            ","CASH_INCO "
"DYN_EQD_CONTRIBUTOR ","His1_184            ","CLOSING_C "
"DYN_EQD_CONTRIBUTOR ","His1_184            ","CONTRIBU1 "
"DYN_EQD_CONTRIBUTOR ","His1_184            ","CONTRIBU2 "
"DYN_EQD_CONTRIBUTOR ","His1_184            ","CONTRIBUT "
"DYN_EQD_CONTRIBUTOR ","His1_184            ","CONVERTED "
"DYN_EQD_CONTRIBUTOR ","His1_184            ","CURRENCY  "
"DYN_EQD_CONTRIBUTOR ","His1_184            ","CURRENCY_ "
"DYN_EQD_CONTRIBUTOR ","His1_184            ","DATE      "
"DYN_EQD_CONTRIBUTOR ","His1_184            ","ENTITY    "
"DYN_EQD_CONTRIBUTOR ","His1_184            ","LOT_CONTR "
"DYN_EQD_CONTRIBUTOR ","His1_184            ","PORTFOLIO "
"DYN_EQD_CONTRIBUTOR ","His1_184            ","POSITION  "
"DYN_EQD_CONTRIBUTOR ","His1_184            ","PRICE     "
"DYN_EQD_CONTRIBUTOR ","His1_184            ","PRODUCER1 "
"DYN_EQD_CONTRIBUTOR ","His1_184            ","PRODUCER_ "
"DYN_EQD_CONTRIBUTOR ","His1_184            ","PRODUCT_T "
"DYN_EQD_CONTRIBUTOR ","His1_184            ","RANKINLOT "
"DYN_EQD_CONTRIBUTOR ","His1_184            ","REFERENCE "
"DYN_EQD_CONTRIBUTOR ","His1_184            ","SECURITY  "
"DYN_EQD_CONTRIBUTOR ","His1_184            ","SECURITYM "
"DYN_EQD_CONTRIBUTOR ","His1_184            ","TRADEORIG "
"DYN_EQD_CONTRIBUTOR ","His1_184            ","TYPOLOGY  "
"DYN_EQD_CONTRIBUTOR ","His1_184            ","UNREALIZE "
"DYN_EQ_MRM          ","His1_159            ","ACCOUNTIN "
"DYN_EQ_MRM          ","His1_159            ","BOOK_VALU "
"DYN_EQ_MRM          ","His1_159            ","COST_PRIC "
"DYN_EQ_MRM          ","His1_159            ","COUNTRY   "
"DYN_EQ_MRM          ","His1_159            ","CURRENCY  "
"DYN_EQ_MRM          ","His1_159            ","CURRENT_P "
"DYN_EQ_MRM          ","His1_159            ","ISIN      "
"DYN_EQ_MRM          ","His1_159            ","LABEL     "
"DYN_EQ_MRM          ","His1_159            ","LOCALITY  "
"DYN_EQ_MRM          ","His1_159            ","MARKET    "
"DYN_EQ_MRM          ","His1_159            ","MARKET_VA "
"DYN_EQ_MRM          ","His1_159            ","NOMINAL   "
"DYN_EQ_MRM          ","His1_159            ","PL_INSTER "
"DYN_EQ_MRM          ","His1_159            ","PORTFOLIO "
"DYN_EQ_MRM          ","His1_159            ","SECTOR    "
"DYN_EQ_MRM          ","His1_159            ","STATUS    "
"DYN_EQ_MRM          ","His1_159            ","TRADE_NUM "
"DYN_ERM_LIQ_EQ      ","His1_151            ","CASH_INCO "
"DYN_ERM_LIQ_EQ      ","His1_151            ","CCY       "
"DYN_ERM_LIQ_EQ      ","His1_151            ","CCYUNREAL "
"DYN_ERM_LIQ_EQ      ","His1_151            ","CCY_REALI "
"DYN_ERM_LIQ_EQ      ","His1_151            ","CURRENCYT "
"DYN_ERM_LIQ_EQ      ","His1_151            ","DATE      "
"DYN_ERM_LIQ_EQ      ","His1_151            ","ENTITY    "
"DYN_ERM_LIQ_EQ      ","His1_151            ","FEE       "
"DYN_ERM_LIQ_EQ      ","His1_151            ","INSTRUMEN "
"DYN_ERM_LIQ_EQ      ","His1_151            ","MARKETUNR "
"DYN_ERM_LIQ_EQ      ","His1_151            ","MARKET_RE "
"DYN_ERM_LIQ_EQ      ","His1_151            ","PORTFOLIO "
"DYN_ERM_LIQ_EQ      ","His1_151            ","POSITION  "
"DYN_ERM_LIQ_EQ      ","His1_151            ","PRICE     "
"DYN_ERM_LIQ_EQ      ","His1_151            ","PRICEWITH "
"DYN_ERM_LIQ_EQ      ","His1_151            ","REALIZED_ "
"DYN_ERM_LIQ_EQ      ","His1_151            ","SECURITYC "
"DYN_ERM_LIQ_EQ      ","His1_151            ","SECURITYM "
"DYN_ERM_LIQ_EQ      ","His1_151            ","TOTAL_COS "
"DYN_ERM_LIQ_EQ      ","His1_151            ","UNREALIZE "
"DYN_ERM_LIQ_EQ      ","His1_151            ","XDUP_FLAG "
"DYN_EVT_DETAILS     ","His0_53             ","CD_CUR    "
"DYN_EVT_DETAILS     ","His0_53             ","CD_MARG   "
"DYN_EVT_DETAILS     ","His0_53             ","EVT_CANCEL"
"DYN_EVT_DETAILS     ","His0_53             ","EVT_ID    "
"DYN_EVT_DETAILS     ","His0_53             ","EVT_TYPE  "
"DYN_EVT_DETAILS     ","His0_53             ","INSTRUMENT"
"DYN_EVT_DETAILS     ","His0_53             ","LB_DEL_D  "
"DYN_EVT_DETAILS     ","His0_53             ","LB_NEW_Q  "
"DYN_EVT_DETAILS     ","His0_53             ","LB_PRICE  "
"DYN_EVT_DETAILS     ","His0_53             ","LB_RET_Q  "
"DYN_EVT_DETAILS     ","His0_53             ","LB_TRD_D  "
"DYN_EVT_DETAILS     ","His0_53             ","NB        "
"DYN_EVT_DETAILS     ","His0_53             ","TP_CNTRP  "
"DYN_EVT_DETAILS     ","His0_53             ","TP_RTDPF0 "
"DYN_EVT_DETAILS     ","His0_53             ","TP_RTMNDD1"
"DYN_EVT_DETAILS     ","His0_53             ","TP_RTPR0  "
"DYN_EVT_DETAILS     ","His0_53             ","TP_SECCOD "
"DYN_EVT_HIS         ","His0_84             ","AMD_STS   "
"DYN_EVT_HIS         ","His0_84             ","CMP_TYPO  "
"DYN_EVT_HIS         ","His0_84             ","CNT_EVTCLS"
"DYN_EVT_HIS         ","His0_84             ","CNT_ORG   "
"DYN_EVT_HIS         ","His0_84             ","CNT_TYPO  "
"DYN_EVT_HIS         ","His0_84             ","CONTRACT  "
"DYN_EVT_HIS         ","His0_84             ","DTETRNBEG "
"DYN_EVT_HIS         ","His0_84             ","INSTRUMENT"
"DYN_EVT_HIS         ","His0_84             ","MRPL_ONB  "
"DYN_EVT_HIS         ","His0_84             ","NB        "
"DYN_EVT_HIS         ","His0_84             ","PACKAGE   "
"DYN_EVT_HIS         ","His0_84             ","PKG_TYPO  "
"DYN_EVT_HIS         ","His0_84             ","REP_DATE2 "
"DYN_EVT_HIS         ","His0_84             ","TP_BUY    "
"DYN_EVT_HIS         ","His0_84             ","TP_BUY_E  "
"DYN_EVT_HIS         ","His0_84             ","TP_CNTRP  "
"DYN_EVT_HIS         ","His0_84             ","TP_CP     "
"DYN_EVT_HIS         ","His0_84             ","TP_DTEEXP "
"DYN_EVT_HIS         ","His0_84             ","TP_DTEFST "
"DYN_EVT_HIS         ","His0_84             ","TP_DTESYS "
"DYN_EVT_HIS         ","His0_84             ","TP_DTETRN "
"DYN_EVT_HIS         ","His0_84             ","TP_FXAVQ  "
"DYN_EVT_HIS         ","His0_84             ","TP_FXTRCCY"
"DYN_EVT_HIS         ","His0_84             ","TP_FXUND  "
"DYN_EVT_HIS         ","His0_84             ","TP_GID    "
"DYN_EVT_HIS         ","His0_84             ","TP_INT    "
"DYN_EVT_HIS         ","His0_84             ","TP_LQTY   "
"DYN_EVT_HIS         ","His0_84             ","TP_NOMCUR "
"DYN_EVT_HIS         ","His0_84             ","TP_PFOLIO "
"DYN_EVT_HIS         ","His0_84             ","TP_RTPR0  "
"DYN_EVT_HIS         ","His0_84             ","TP_RTPR1  "
"DYN_EVT_HIS         ","His0_84             ","TP_TIMSYS "
"DYN_EVT_HIS         ","His0_84             ","TRN_GRP   "
"DYN_EVT_HIS         ","His0_84             ","UDF_REF   "
"DYN_EVT_HIS         ","His0_84             ","V_ACTDT   "
"DYN_EVT_HIS         ","His0_84             ","V_ACTION  "
"DYN_EVT_HIS         ","His0_84             ","V_ACTOR   "
"DYN_EVT_HIS         ","His0_84             ","V_AVQTY   "
"DYN_EVT_HIS         ","His0_84             ","V_CNT_DEST"
"DYN_EVT_HIS         ","His0_84             ","V_CNT_SRC "
"DYN_EVT_HIS         ","His0_84             ","V_DATE    "
"DYN_EVT_HIS         ","His0_84             ","V_EVSTLAMT"
"DYN_EVT_HIS         ","His0_84             ","V_EVSTLCUR"
"DYN_EVT_HIS         ","His0_84             ","V_EVSTLDTE"
"DYN_EVT_HIS         ","His0_84             ","V_EVSTLIND"
"DYN_EVT_HIS         ","His0_84             ","V_EVSTLNB "
"DYN_EVT_HIS         ","His0_84             ","V_EVTSTLCV"
"DYN_EVT_HIS         ","His0_84             ","V_EVT_CLS "
"DYN_EVT_HIS         ","His0_84             ","V_EVT_OREF"
"DYN_EVT_HIS         ","His0_84             ","V_EVT_REF "
"DYN_EVT_HIS         ","His0_84             ","V_EVT_VER "
"DYN_EVT_HIS         ","His0_84             ","V_IMPQTY  "
"DYN_EVT_HIS         ","His0_84             ","V_LAT     "
"DYN_EVT_HIS         ","His0_84             ","V_STP_STS "
"DYN_EVT_HIS         ","His0_84             ","V_STP_STS0"
"DYN_EVT_HIS         ","His0_84             ","V_STP_STS1"
"DYN_EVT_HIS         ","His0_84             ","V_STP_STS2"
"DYN_EVT_HIS         ","His0_84             ","V_STP_STS3"
"DYN_EVT_HIS         ","His0_84             ","V_STP_STS4"
"DYN_EVT_HIS         ","His0_84             ","V_TRD_REF "
"DYN_EVT_HIS         ","His0_84             ","V_TSD     "
"DYN_EVT_HIS         ","His0_84             ","V_TSH     "
"DYN_EVT_HIS         ","His0_84             ","V_TST     "
"DYN_EVT_HIS         ","His0_84             ","V_UDF_REF "
"DYN_EVT_HIS         ","His0_84             ","V_VERSION "
"DYN_EVT_STL         ","His0_81             ","CNT_ORG   "
"DYN_EVT_STL         ","His0_81             ","NB        "
"DYN_EVT_STL         ","His0_81             ","TP_PFOLIO "
"DYN_EVT_STL         ","His0_81             ","V_EVSTLAMT"
"DYN_EVT_STL         ","His0_81             ","V_EVSTLCUR"
"DYN_EVT_STL         ","His0_81             ","V_EVSTLDTE"
"DYN_EVT_STL         ","His0_81             ","V_EVSTLIND"
"DYN_EVT_STL         ","His0_81             ","V_EVSTLNB "
"DYN_EVT_STL         ","His0_81             ","V_EVTSTLCV"
"DYN_EVT_STL         ","His0_81             ","V_VERSION "
"DYN_FIXING          ","His0_86             ","AMD_STS   "
"DYN_FIXING          ","His0_86             ","CMP_TYPO  "
"DYN_FIXING          ","His0_86             ","CNT_SRCMOD"
"DYN_FIXING          ","His0_86             ","CONTRACT  "
"DYN_FIXING          ","His0_86             ","FOPINITU  "
"DYN_FIXING          ","His0_86             ","INSTRUMENT"
"DYN_FIXING          ","His0_86             ","NB        "
"DYN_FIXING          ","His0_86             ","SC2_FD_FN "
"DYN_FIXING          ","His0_86             ","TP_BUY    "
"DYN_FIXING          ","His0_86             ","TP_CNTRP  "
"DYN_FIXING          ","His0_86             ","TP_DTEUNDI"
"DYN_FIXING          ","His0_86             ","TP_FXBASE "
"DYN_FIXING          ","His0_86             ","TP_FXCTDEN"
"DYN_FIXING          ","His0_86             ","TP_FXCTNUM"
"DYN_FIXING          ","His0_86             ","TP_FXUND  "
"DYN_FIXING          ","His0_86             ","TP_INITSD "
"DYN_FIXING          ","His0_86             ","TP_IQTYS  "
"DYN_FIXING          ","His0_86             ","TP_PFOLIO "
"DYN_FIXING          ","His0_86             ","TP_PRICE  "
"DYN_FIXING          ","His0_86             ","TP_QTYEQS "
"DYN_FIXING          ","His0_86             ","TP_SECLBLU"
"DYN_FIXING          ","His0_86             ","TP_SECLOT "
"DYN_FIXING          ","His0_86             ","TP_UQTY   "
"DYN_FIXING          ","His0_86             ","TP_UQTYEQ "
"DYN_FIXING          ","His0_86             ","TRN_FMLY  "
"DYN_FIXING          ","His0_86             ","TRN_GRP   "
"DYN_FIXING          ","His0_86             ","TRN_TYPE  "
"DYN_FIXING          ","His0_86             ","XG_EIDX   "
"DYN_FIXING          ","His0_86             ","XG_END    "
"DYN_FIXING          ","His0_86             ","XG_FIXAMT "
"DYN_FIXING          ","His0_86             ","XG_FIXAMTC"
"DYN_FIXING          ","His0_86             ","XG_FIXED  "
"DYN_FIXING          ","His0_86             ","XG_FIXING "
"DYN_FIXING          ","His0_86             ","XG_FIXKEY "
"DYN_FIXING          ","His0_86             ","XG_FIXKEY2"
"DYN_FIXING          ","His0_86             ","XG_FIXMOD "
"DYN_FIXING          ","His0_86             ","XG_FIXMRG "
"DYN_FIXING          ","His0_86             ","XG_FIXRT1 "
"DYN_FIXING          ","His0_86             ","XG_FIXRT2 "
"DYN_FIXING          ","His0_86             ","XG_FIXTYPE"
"DYN_FIXING          ","His0_86             ","XG_INDEX  "
"DYN_FIXING          ","His0_86             ","XG_LEG    "
"DYN_FIXING          ","His0_86             ","XG_LEGPR  "
"DYN_FIXING          ","His0_86             ","XG_NOMCUR "
"DYN_FIXING          ","His0_86             ","XG_NOMINAL"
"DYN_FIXING          ","His0_86             ","XG_PAYMNT "
"DYN_FIXING          ","His0_86             ","XG_START  "
"DYN_FIXING          ","His0_86             ","XG_SV     "
"DYN_FUT_POS         ","His0_17             ","CHEAPEST  "
"DYN_FUT_POS         ","His0_17             ","CUR       "
"DYN_FUT_POS         ","His0_17             ","DAILY_PL  "
"DYN_FUT_POS         ","His0_17             ","INSTRUMEN "
"DYN_FUT_POS         ","His0_17             ","MATURITY  "
"DYN_FUT_POS         ","His0_17             ","NOTATION_ "
"DYN_FUT_POS         ","His0_17             ","NOTIONAL  "
"DYN_FUT_POS         ","His0_17             ","POSITION  "
"DYN_FUT_POS         ","His0_17             ","PRICE     "
"DYN_FUT_POS         ","His0_17             ","SECURITY_ "
"DYN_FUT_POS         ","His0_17             ","TYPOLOGY  "
"DYN_FUT_POS         ","His0_17             ","ZC_SPRD   "
"DYN_FUT_POS         ","His0_17             ","ZC_SPRD_R "
"DYN_FX_RATES_PUBLISH","His1_31             ","ASK       "
"DYN_FX_RATES_PUBLISH","His1_31             ","ASK_MX    "
"DYN_FX_RATES_PUBLISH","His1_31             ","BANK_NOT1 "
"DYN_FX_RATES_PUBLISH","His1_31             ","BANK_NOT2 "
"DYN_FX_RATES_PUBLISH","His1_31             ","BANK_NOT3 "
"DYN_FX_RATES_PUBLISH","His1_31             ","BANK_NOT4 "
"DYN_FX_RATES_PUBLISH","His1_31             ","BANK_NOT5 "
"DYN_FX_RATES_PUBLISH","His1_31             ","BANK_NOT6 "
"DYN_FX_RATES_PUBLISH","His1_31             ","BANK_NOT7 "
"DYN_FX_RATES_PUBLISH","His1_31             ","BANK_NOT8 "
"DYN_FX_RATES_PUBLISH","His1_31             ","BANK_NOTE "
"DYN_FX_RATES_PUBLISH","His1_31             ","BID       "
"DYN_FX_RATES_PUBLISH","His1_31             ","BID_MX    "
"DYN_FX_RATES_PUBLISH","His1_31             ","CONTRACT  "
"DYN_FX_RATES_PUBLISH","His1_31             ","COUNTERPA "
"DYN_FX_RATES_PUBLISH","His1_31             ","REMITTAN1 "
"DYN_FX_RATES_PUBLISH","His1_31             ","REMITTAN2 "
"DYN_FX_RATES_PUBLISH","His1_31             ","REMITTAN3 "
"DYN_FX_RATES_PUBLISH","His1_31             ","REMITTAN4 "
"DYN_FX_RATES_PUBLISH","His1_31             ","REMITTAN5 "
"DYN_FX_RATES_PUBLISH","His1_31             ","REMITTAN6 "
"DYN_FX_RATES_PUBLISH","His1_31             ","REMITTAN7 "
"DYN_FX_RATES_PUBLISH","His1_31             ","REMITTAN8 "
"DYN_FX_RATES_PUBLISH","His1_31             ","REMITTANC "
"DYN_FX_RATES_PUBLISH","His1_31             ","XDUP_FLAG "
"DYN_FX_RATES_PUBLISH","His1_31             ","XSUM_COUNT"
"DYN_FX_RATES_PUBLISH","His1_31             ","XSUM_DET  "
"DYN_HEDGE_EFFECTVNS ","His0_34             ","ASSESSME1 "
"DYN_HEDGE_EFFECTVNS ","His0_34             ","ASSESSME2 "
"DYN_HEDGE_EFFECTVNS ","His0_34             ","ASSESSME3 "
"DYN_HEDGE_EFFECTVNS ","His0_34             ","ASSESSMEN "
"DYN_HEDGE_EFFECTVNS ","His0_34             ","EFFECTIVE "
"DYN_HEDGE_EFFECTVNS ","His0_34             ","HEDGEDLEG "
"DYN_HEDGE_EFFECTVNS ","His0_34             ","HEDGEDRES "
"DYN_HEDGE_EFFECTVNS ","His0_34             ","HEDGINGLE "
"DYN_HEDGE_EFFECTVNS ","His0_34             ","HEDGINGRE "
"DYN_HEDGE_EFFECTVNS ","His0_34             ","MT_MAN_CO "
"DYN_HEDGE_EFFECTVNS ","His0_34             ","MT_THRESH "
"DYN_HEDGE_EFFECTVNS ","His0_34             ","MT_TOLERA "
"DYN_HEDGE_EFFECTVNS ","His0_34             ","MT_TYPE   "
"DYN_HEDGE_EFFECTVNS ","His0_34             ","REFERENCE "
"DYN_HEDGE_EFFECTVNS ","His0_34             ","SCENARION "
"DYN_HEDGE_EFFECTVNS ","His0_34             ","TYPE      "
"DYN_HEDGE_FAIR_VALUE","His0_88             ","AMOUNT    "
"DYN_HEDGE_FAIR_VALUE","His0_88             ","COMPONEN1 "
"DYN_HEDGE_FAIR_VALUE","His0_88             ","COMPONENT "
"DYN_HEDGE_FAIR_VALUE","His0_88             ","DATE      "
"DYN_HEDGE_FAIR_VALUE","His0_88             ","HEDGEREFE "
"DYN_HEDGE_FAIR_VALUE","His0_88             ","H_COMP_DAT"
"DYN_HEDGE_FAIR_VALUE","His0_88             ","LINE_HEAD "
"DYN_HEDGE_FAIR_VALUE","His0_88             ","OPSOBJECT "
"DYN_HEDGE_FAIR_VALUE","His0_88             ","SIMULATED "
"DYN_HEDGE_MSRMNT    ","His0_35             ","COHVARIAT "
"DYN_HEDGE_MSRMNT    ","His0_35             ","COSTOFHE1 "
"DYN_HEDGE_MSRMNT    ","His0_35             ","COSTOFHED "
"DYN_HEDGE_MSRMNT    ","His0_35             ","CUMULATE1 "
"DYN_HEDGE_MSRMNT    ","His0_35             ","CUMULATED "
"DYN_HEDGE_MSRMNT    ","His0_35             ","ENDPERIOD "
"DYN_HEDGE_MSRMNT    ","His0_35             ","FVVARIATI "
"DYN_HEDGE_MSRMNT    ","His0_35             ","HEDGEDCUM "
"DYN_HEDGE_MSRMNT    ","His0_35             ","HEDGEDFVV "
"DYN_HEDGE_MSRMNT    ","His0_35             ","HEDGINGCU "
"DYN_HEDGE_MSRMNT    ","His0_35             ","HEDGINGFV "
"DYN_HEDGE_MSRMNT    ","His0_35             ","OCIBALAN1 "
"DYN_HEDGE_MSRMNT    ","His0_35             ","OCIBALANC "
"DYN_HEDGE_MSRMNT    ","His0_35             ","REFERENC1 "
"DYN_HEDGE_MSRMNT    ","His0_35             ","REFERENCE "
"DYN_HEDGE_MSRMNT    ","His0_35             ","STARTPERI "
"DYN_HEDGE_MSRMNT    ","His0_35             ","TYPE      "
"DYN_HEDGE_TRADE     ","His0_36             ","ACCOUNTIN "
"DYN_HEDGE_TRADE     ","His0_36             ","ACTUALDAT "
"DYN_HEDGE_TRADE     ","His0_36             ","COUNTERPA "
"DYN_HEDGE_TRADE     ","His0_36             ","CURRENCY  "
"DYN_HEDGE_TRADE     ","His0_36             ","DESCRIPTI "
"DYN_HEDGE_TRADE     ","His0_36             ","ENDDATE   "
"DYN_HEDGE_TRADE     ","His0_36             ","EXTERNALR "
"DYN_HEDGE_TRADE     ","His0_36             ","IMV       "
"DYN_HEDGE_TRADE     ","His0_36             ","IMV_CURRE "
"DYN_HEDGE_TRADE     ","His0_36             ","INSTRUMEN "
"DYN_HEDGE_TRADE     ","His0_36             ","LABEL     "
"DYN_HEDGE_TRADE     ","His0_36             ","LINE_HEAD "
"DYN_HEDGE_TRADE     ","His0_36             ","MATURITY_ "
"DYN_HEDGE_TRADE     ","His0_36             ","PERCENTAG "
"DYN_HEDGE_TRADE     ","His0_36             ","PORTFOLIO "
"DYN_HEDGE_TRADE     ","His0_36             ","PROSPECT1 "
"DYN_HEDGE_TRADE     ","His0_36             ","PROSPECT2 "
"DYN_HEDGE_TRADE     ","His0_36             ","PROSPECT3 "
"DYN_HEDGE_TRADE     ","His0_36             ","PROSPECTI "
"DYN_HEDGE_TRADE     ","His0_36             ","PROSPSHIF "
"DYN_HEDGE_TRADE     ","His0_36             ","REFERENCE "
"DYN_HEDGE_TRADE     ","His0_36             ","RETROSHIF "
"DYN_HEDGE_TRADE     ","His0_36             ","RETROSPE1 "
"DYN_HEDGE_TRADE     ","His0_36             ","RETROSPE2 "
"DYN_HEDGE_TRADE     ","His0_36             ","RETROSPE3 "
"DYN_HEDGE_TRADE     ","His0_36             ","RETROSPE4 "
"DYN_HEDGE_TRADE     ","His0_36             ","RETROSPEC "
"DYN_HEDGE_TRADE     ","His0_36             ","RISKMANAG "
"DYN_HEDGE_TRADE     ","His0_36             ","SIMULATED "
"DYN_HEDGE_TRADE     ","His0_36             ","SPREAD    "
"DYN_HEDGE_TRADE     ","His0_36             ","STARTDATE "
"DYN_HEDGE_TRADE     ","His0_36             ","STRATEGY_ "
"DYN_HEDGE_TRADE     ","His0_36             ","TRADEORIG "
"DYN_HEDGE_TRADE     ","His0_36             ","TRADE_ACT "
"DYN_HEDGE_TRADE     ","His0_36             ","TRADE_DAT "
"DYN_HEDGE_TRADE     ","His0_36             ","TYPE      "
"DYN_HEDGE_TRADE     ","His0_36             ","TYPOLOGY  "
"DYN_HEDGE_TRADE     ","His0_36             ","VALIDATIO "
"DYN_HEDGE_TRADE     ","His0_36             ","VERSION   "
"DYN_HEDGE_TRADE     ","His0_36             ","_PROSPECT "
"DYN_INF_FIXING      ","His0_51             ","CONTRACT  "
"DYN_INF_FIXING      ","His0_51             ","CUR       "
"DYN_INF_FIXING      ","His0_51             ","DATE      "
"DYN_INF_FIXING      ","His0_51             ","FIXING__C "
"DYN_INF_FIXING      ","His0_51             ","INDEX     "
"DYN_INF_FIXING      ","His0_51             ","ISDAILY2  "
"DYN_INF_FIXING      ","His0_51             ","TRADE_NUM "
"DYN_INF_FIXING      ","His0_51             ","TYPOLOGY  "
"DYN_INF_JY          ","His0_1              ","CONTRACT  "
"DYN_INF_JY          ","His0_1              ","CORRELATI "
"DYN_INF_JY          ","His0_1              ","CURRENCY  "
"DYN_INF_JY          ","His0_1              ","GMP       "
"DYN_INF_JY          ","His0_1              ","INSTRUMEN "
"DYN_INF_JY          ","His0_1              ","MATURITY  "
"DYN_INF_JY          ","His0_1              ","TRADE_NUM "
"DYN_INF_JY          ","His0_1              ","TYPE      "
"DYN_INF_JY          ","His0_1              ","VOLATILIT "
"DYN_INF_PAR_ZERO    ","His0_18             ","BUCKET    "
"DYN_INF_PAR_ZERO    ","His0_18             ","CONTRACT  "
"DYN_INF_PAR_ZERO    ","His0_18             ","CURRENCY  "
"DYN_INF_PAR_ZERO    ","His0_18             ","CURVE_NAM "
"DYN_INF_PAR_ZERO    ","His0_18             ","DAILY     "
"DYN_INF_PAR_ZERO    ","His0_18             ","INFLATIO1 "
"DYN_INF_PAR_ZERO    ","His0_18             ","INFLATION "
"DYN_INF_PAR_ZERO    ","His0_18             ","PL_INSTRU "
"DYN_INF_PAR_ZERO    ","His0_18             ","TRADE_NUM "
"DYN_INF_PAR_ZERO    ","His0_18             ","TYPOLOGY  "
"DYN_INF_SEA_ADD     ","His0_19             ","ADDITIVE_ "
"DYN_INF_SEA_ADD     ","His0_19             ","CONTRACT  "
"DYN_INF_SEA_ADD     ","His0_19             ","CURRENCY  "
"DYN_INF_SEA_ADD     ","His0_19             ","GMP_GROUP "
"DYN_INF_SEA_ADD     ","His0_19             ","INSTRUMEN "
"DYN_INF_SEA_ADD     ","His0_19             ","MONTH     "
"DYN_INF_SEA_ADD     ","His0_19             ","TRADE_NUM "
"DYN_INF_SEA_ADD     ","His0_19             ","TYPOLOGY  "
"DYN_INF_SEA_ADD     ","His0_19             ","YEAR      "
"DYN_INF_SEA_MULTI   ","His0_24             ","CONTRACT  "
"DYN_INF_SEA_MULTI   ","His0_24             ","CURRENCY  "
"DYN_INF_SEA_MULTI   ","His0_24             ","GMP_GROUP "
"DYN_INF_SEA_MULTI   ","His0_24             ","INSTRUMEN "
"DYN_INF_SEA_MULTI   ","His0_24             ","MONTH     "
"DYN_INF_SEA_MULTI   ","His0_24             ","TRADE_NUM "
"DYN_INF_SEA_MULTI   ","His0_24             ","TYPOLOGY  "
"DYN_INF_SEA_MULTI   ","His0_24             ","VALUE_X_  "
"DYN_INF_SEA_MULTI   ","His0_24             ","YEAR      "
"DYN_INF_VEGA        ","His0_65             ","CONTRACT  "
