"FILENAME","FILEPATHINMUREX","DESTINATIONFILEPATH","OWNEROFREPORT","STREAMOWNER","PROCESSINGSCRIPT","PROCESSINGSCRIPT_DESC","PROCESSINGUNIT","BATCHNAME","BATCHTYPE","BATCHNAME_DESC","GLOBALFILTER","SINGLE_EXTFEED_NAME","SINGLE_EXTFEED_DESC","SINGLE_EXTREQ_NAME","SINGLE_EXTREQ_DESC","EXTRACTIONTYPE","EXTRACTIONVIEW","TABLENAME","LABELMODE","SCANNERTEMPLATE","LABELOFDATA","LABELOFDATA_VALUE","COMMANDBEFORE","COMMANDAFTER","EXTRACTION_PARAMETERS"
"","","","","","Nostro  Exposure","Nostro limit configured details along with exposure & available details","REP_BATCHES_FEED    ","BAB_N_RSK_MX_BF","batchOfFeeders","Batch of feeders to feed the table BAB_NOS_RSK_MX_REP to act as base for MLC limit upload","NOSTRO_NEW","BAB_NOS_RSK_MX_FEED","","","","                    ","","Table:BAB_NOS_RSK_MX.REP","One data set","","MLC_BAB_NOSTRO      ","lastSnapshot","","",""
"","","","","","ERM_NOSTRO_ITD","RTLIM NOSTRO Risk and LimitsComputation Intra-Day","REP_BATCHES_FEED    ","BAB_N_RSK_MX_BF","batchOfFeeders","Batch of feeders to feed the table BAB_NOS_RSK_MX_REP to act as base for MLC limit upload","NOSTRO_NEW","BAB_NOS_RSK_MX_FEED","","","","                    ","","Table:BAB_NOS_RSK_MX.REP","One data set","","MLC_BAB_NOSTRO      ","lastSnapshot","","",""
"","","","","","PS_LRPT_NOSTRO_RBKP","Nostro limit configured details along with exposure & available details","REP_BATCHES_FEED    ","BAB_N_RSK_MX_BF","batchOfFeeders","Batch of feeders to feed the table BAB_NOS_RSK_MX_REP to act as base for MLC limit upload","NOSTRO_NEW","BAB_NOS_RSK_MX_FEED","","","","                    ","","Table:BAB_NOS_RSK_MX.REP","One data set","","MLC_BAB_NOSTRO      ","lastSnapshot","","",""
"","","","","","CP Limits by Product","Counterparty notional by typology limit configured details along with exposure & available details","REP_BATCHES_FEED    ","BAB_CPTYTYPO_BF","batchOfFeeders","Counterparty notional by typology limit configured details along with exposure & available details","LIMIT_LRB","BAB_LRB_CPTYTYPO_FEED","","","","                    ","","Table:BAB_LRB_CPTYTYPO.REP","One data set","","BAB_LRB             ","lastSnapshot","","",""
"","","","","","PS_LRPT_CPTY_BY_BKP","Counterparty notional by typology limit configured details along with exposure & available details","REP_BATCHES_FEED    ","BAB_CPTYTYPO_BF","batchOfFeeders","Counterparty notional by typology limit configured details along with exposure & available details","LIMIT_LRB","BAB_LRB_CPTYTYPO_FEED","","","","                    ","","Table:BAB_LRB_CPTYTYPO.REP","One data set","","BAB_LRB             ","lastSnapshot","","",""
"bab_lrb_cptybytypo_view","","","","","CP Limits by Product","Counterparty notional by typology limit configured details along with exposure & available details","REP_BATCHES_EXT     ","BAB_CPTYTYPO_BE","batchOfDatamartExtractions","Counterparty notional by typology limit configured details along with exposure & available details","","BAB_LRB_CPTYBYTYPO_EXT","Counterparty notional by typology limit configured details along with exposure & available details","BAB_LRB_CPTYBYTYPO_SQL","Counterparty notional by typology limit configured details along with exposure & available details","VIEWER              ","BAB_LRB_CPTYBYTYPO_VIEW","Table:PARTIES.REP","One data set","","BAB_KSA             ","Reporting Date","","",""
"bab_lrb_cptybytypo_view","","","","","PS_LRPT_CPTY_BY_BKP","Counterparty notional by typology limit configured details along with exposure & available details","REP_BATCHES_EXT     ","BAB_CPTYTYPO_BE","batchOfDatamartExtractions","Counterparty notional by typology limit configured details along with exposure & available details","","BAB_LRB_CPTYBYTYPO_EXT","Counterparty notional by typology limit configured details along with exposure & available details","BAB_LRB_CPTYBYTYPO_SQL","Counterparty notional by typology limit configured details along with exposure & available details","VIEWER              ","BAB_LRB_CPTYBYTYPO_VIEW","Table:PARTIES.REP","One data set","","BAB_KSA             ","Reporting Date","","",""
"","","","","","Nostro  Exposure","Nostro limit configured details along with exposure & available details","REP_BATCHES_FEED    ","BAB_NOS_RISK_BF","batchOfFeeders","Nostro Risk limit configured details along with exposure & available details","LIMIT_LRB","BAB_LRB_NOS_RISK_FEED","","","","                    ","","Table:BAB_LRB_NOS_RISK.REP","One data set","","BAB_LRB             ","lastSnapshot","","",""
"","","","","","PS_NOST_EOD_RPT","PS_NOST_EOD_RPT","REP_BATCHES_FEED    ","BAB_NOS_RISK_BF","batchOfFeeders","Nostro Risk limit configured details along with exposure & available details","LIMIT_LRB","BAB_LRB_NOS_RISK_FEED","","","","                    ","","Table:BAB_LRB_NOS_RISK.REP","One data set","","BAB_LRB             ","lastSnapshot","","",""
"","","","","","PS_LRPT_NOSTRO_RBKP","Nostro limit configured details along with exposure & available details","REP_BATCHES_FEED    ","BAB_NOS_RISK_BF","batchOfFeeders","Nostro Risk limit configured details along with exposure & available details","LIMIT_LRB","BAB_LRB_NOS_RISK_FEED","","","","                    ","","Table:BAB_LRB_NOS_RISK.REP","One data set","","BAB_LRB             ","lastSnapshot","","",""
"","","","","","PS_LRPT_NOSTRO_RBKP","Nostro limit configured details along with exposure & available details","REP_BATCHES_EXT     ","BAB_NOS_RISK_BE","batchOfDatamartExtractions","","","BAB_LRB_NOSTRO_RISK_EXT","","BAB_LRB_NOSTRO_RISK_SQL","Nostro Risk limit configured details along with exposure & available details","VIEWER              ","BAB_LRB_NOSTRO_RISK_EXT","Table:PARTIES.REP","One data set","","BAB_KSA             ","Reporting Date","","",""
"","","","","","Nostro  Exposure","Nostro limit configured details along with exposure & available details","REP_BATCHES_EXT     ","BAB_NOS_RISK_BE","batchOfDatamartExtractions","","","BAB_LRB_NOSTRO_RISK_EXT","","BAB_LRB_NOSTRO_RISK_SQL","Nostro Risk limit configured details along with exposure & available details","VIEWER              ","BAB_LRB_NOSTRO_RISK_EXT","Table:PARTIES.REP","One data set","","BAB_KSA             ","Reporting Date","","",""
"Nostro_Risk_Limit_Details.xlsx","$AppDir/datamart_extractions/NOS_RISK/","","","","PS_NOST_EOD_RPT","PS_NOST_EOD_RPT","REP_BATCHES_EXT     ","BAB_NOS_RK_FILE","batchOfDatamartExtractions","","","BAB_LRB_NOSTRO_RISK_EXT","","BAB_LRB_NOSTRO_RISK_SQL","Nostro Risk limit configured details along with exposure & available details","FORMAT_EXCEL        ","BAB_LRB_NOSTRO_RISK_EXT","Table:PARTIES.REP","One data set","","BAB_KSA             ","Reporting Date","cd datamart_extractions; mkdir NOS_RISK;","",""
"ALL_MIS_MASTER.REP","","","","","PS_MM_MIS_REPORT","","REP_BATCHES_EXT     ","BE_ALL_MIS_MSTR","batchOfDatamartExtractions","Batch of extraction for MIS Master File for MM Products","","E_ALL_MIS_MASTER","E_ALL_MIS_MASTER","E_ALL_MIS_MASTER","","TABLE               ","","Table:TP_ALL.REP","One data set","","BAB_KSA             ","Reporting Date","","",""
"ALL_MIS_MASTER.REP","","","","","BE_PS_MM_MIS_REPORT","ONLY BE_MM_MIS_MASTR","REP_BATCHES_EXT     ","BE_ALL_MIS_MSTR","batchOfDatamartExtractions","Batch of extraction for MIS Master File for MM Products","","E_ALL_MIS_MASTER","E_ALL_MIS_MASTER","E_ALL_MIS_MASTER","","TABLE               ","","Table:TP_ALL.REP","One data set","","BAB_KSA             ","Reporting Date","","",""
"ALL_MIS_MASTER.REP","","","","","PS_MM_MIS_RERUN","BE_ALL_MIS_MSTR and BE_DH_SEC_TRADE","REP_BATCHES_EXT     ","BE_ALL_MIS_MSTR","batchOfDatamartExtractions","Batch of extraction for MIS Master File for MM Products","","E_ALL_MIS_MASTER","E_ALL_MIS_MASTER","E_ALL_MIS_MASTER","","TABLE               ","","Table:TP_ALL.REP","One data set","","BAB_KSA             ","Reporting Date","","",""
"","","","","","PS_ALL_STAT_BF","Static tables feeders","REP_BATCHES_FEED    ","BF_STPDOC_UTI","batchOfFeeders","Batch of feeder for STP FC Entry table for MIS","MX_E1_Y_GF","BAB_STPDOC_UTI_FEED","Feeder to store deal reference and UTI reference","","","                    ","","Table:STPDOC_ENTRY_UTI.REP","One data set per day","","BAB_KSA             ","lastSnapshot","","",""
"MX_SAMA_NOSTRO_RECON.REP","","","","","PS_NOSTRO_RECON","Script to generate the SAMA related reports (GTMAtch and Inception)","REP_BATCHES_EXT     ","BE_SAMA_RECON","batchOfDatamartExtractions","Batch to extract the only SAMA nostro recon details in new format","","NOSTRO_RECON_EXT","","NOSTRO_RECON_SQL","","TABLE               ","","Table:BAB_NOSTRO_CONTR.REP","One data set","","MLC_BAB             ","Reporting Date","","","Parameter_Type:Double&MxHistoricalData_ACC_DAILY:No Selection;Parameter_Type:Double&MxHistoricalData_BAB_KSA:No Selection;Parameter_Type:Double&MxHistoricalData_MLC_BAB:No Selection"
"MX_SAMA_NOSTRO_RECON.REP","","","","","PS_NOSTRO_RECON_RE","","REP_BATCHES_EXT     ","BE_SAMA_RECON","batchOfDatamartExtractions","Batch to extract the only SAMA nostro recon details in new format","","NOSTRO_RECON_EXT","","NOSTRO_RECON_SQL","","TABLE               ","","Table:BAB_NOSTRO_CONTR.REP","One data set","","MLC_BAB             ","Reporting Date","","","Parameter_Type:Double&MxHistoricalData_ACC_DAILY:No Selection;Parameter_Type:Double&MxHistoricalData_BAB_KSA:No Selection;Parameter_Type:Double&MxHistoricalData_MLC_BAB:No Selection"
"MX_SAMA_NOSTRO_RECON.REP","","","","","BE_SAMA_RECON_BE","BE_SAMA_RECON only Extraction","REP_BATCHES_EXT     ","BE_SAMA_RECON","batchOfDatamartExtractions","Batch to extract the only SAMA nostro recon details in new format","","NOSTRO_RECON_EXT","","NOSTRO_RECON_SQL","","TABLE               ","","Table:BAB_NOSTRO_CONTR.REP","One data set","","MLC_BAB             ","Reporting Date","","","Parameter_Type:Double&MxHistoricalData_ACC_DAILY:No Selection;Parameter_Type:Double&MxHistoricalData_BAB_KSA:No Selection;Parameter_Type:Double&MxHistoricalData_MLC_BAB:No Selection"
"MX_SAMA_NOSTRO_RECON.REP","","","","","PS_BE_SAMA_RECON","","REP_BATCHES_EXT     ","BE_SAMA_RECON","batchOfDatamartExtractions","Batch to extract the only SAMA nostro recon details in new format","","NOSTRO_RECON_EXT","","NOSTRO_RECON_SQL","","TABLE               ","","Table:BAB_NOSTRO_CONTR.REP","One data set","","MLC_BAB             ","Reporting Date","","","Parameter_Type:Double&MxHistoricalData_ACC_DAILY:No Selection;Parameter_Type:Double&MxHistoricalData_BAB_KSA:No Selection;Parameter_Type:Double&MxHistoricalData_MLC_BAB:No Selection"
"MX_SAMA_NOSTRO_RECON.REP","","","","","1PS_BE_SAMA_RECON","","REP_BATCHES_EXT     ","1BE_SAME_RECON","batchOfDatamartExtractions","Batch to extract the only SAMA nostro recon details in new format","","NOSTRO_RECON_EXT","","NOSTRO_RECON_SQL","","TABLE               ","","Table:BAB_NOSTRO_CONTR.REP","One data set","","MLC_BAB             ","User Defined","","","Parameter_Type:Double&MxHistoricalData_ACC_DAILY:No Selection;Parameter_Type:Double&MxHistoricalData_BAB_KSA:No Selection;Parameter_Type:Double&MxHistoricalData_MLC_BAB:No Selection"
"","","","","","PS_NOP_COMB_DATA_DUP","","REP_BATCHES_FEED    ","ACC_ENTRYALL_BF","batchOfFeeders","Batch of feeders for ACC_ENTRIES_FEED_ALL","","ACC_ENTRIES_FEED_ALL","Data feeder for the ACC_ENTRIES_ALL_REP table","","","                    ","","Table:ACC_ENTRIES_ALL.REP","One data set","","ACC_ALL             ","lastSnapshot","","",""
"","","","","","ACC_ENTRIES_ALL_PS","Populate the accounting entries and feed to datamart table for all 4 FAH recon reports","REP_BATCHES_FEED    ","ACC_ENTRYALL_BF","batchOfFeeders","Batch of feeders for ACC_ENTRIES_FEED_ALL","","ACC_ENTRIES_FEED_ALL","Data feeder for the ACC_ENTRIES_ALL_REP table","","","                    ","","Table:ACC_ENTRIES_ALL.REP","One data set","","ACC_ALL             ","lastSnapshot","","",""
"MX_CONTRACT_BALANCES.REP","","","","","ACC_ENTRIES_ALL_PS","Populate the accounting entries and feed to datamart table for all 4 FAH recon reports","REP_BATCHES_EXT     ","ACC_CNT_BAL_BE","batchOfDatamartExtractions","MX_CONTRACT_BALANCES_REP","","ACC_BALANCES_EXTRACTION","MX_CONTRACT_BALANCES","ACC_CONTRACT_BALANCES","","TABLE               ","","Table:ACC_ENTRIES_ALL.REP","One data set","","ACC_ALL             ","lastSnapshot","","",""
"MX_BALANCES_DETAILED.REP","","","","","ACC_ENTRIES_ALL_PS","Populate the accounting entries and feed to datamart table for all 4 FAH recon reports","REP_BATCHES_EXT     ","ACC_BAL_DETL_BE","batchOfDatamartExtractions","MX_BALANCES_DETAILED","","ACC_BAL_DETAILED_EXTRACTION","MX_BALACES_DETAILED","ACC_BAL_DETAILED","","TABLE               ","","Table:ACC_ENTRIES_ALL.REP","One data set","","ACC_ALL             ","lastSnapshot","","",""
"MX_BALANCES_SUMMARY.REP","","","","","ACC_ENTRIES_ALL_PS","Populate the accounting entries and feed to datamart table for all 4 FAH recon reports","REP_BATCHES_EXT     ","ACC_BAL_SUM_BE","batchOfDatamartExtractions","MX_BALANCES_SUMMARY","","ACC_BAL_SUMMARY_EXTRACTION","MX_BALACES_SUMMARY","ACC_BAL_SUMMARY","","TABLE               ","","Table:ACC_ENTRIES_ALL.REP","One data set","","ACC_ALL             ","lastSnapshot","","","Parameter_Type:Double&MxHistoricalData_BAB_KSA:No Selection"
"MX_ACC_ENTRIES_SUMMARY.REP","","","","","ACC_ENTRIES_ALL_PS","Populate the accounting entries and feed to datamart table for all 4 FAH recon reports","REP_BATCHES_EXT     ","ACC_ENT_SUM_BE","batchOfDatamartExtractions","MX_ACC_ENTRIES_SUMMARY_REP","","ACC_ENTRIES_SUMMARY_EXTRACTION","MX_ACCOUNTING_ENTRIES_SUMMARY","ACC_ENTRIES_SUMMARY","","TABLE               ","","Table:ACC_ENTRIES_ALL.REP","One data set","","ACC_ALL             ","lastSnapshot","","",""
"BAB_INV_SUKUK_REV_DATA.REP","","","","","PS_BE_INV_SREV_DAT","BE_INV_SREV_DAT  TETING ONLY","REP_BATCHES_EXT     ","BE_INV_SREV_DAT","batchOfDatamartExtractions","Batch to generate the investment Sukuk Revenue report dashboard -- Data Generation","","E_INV_SUKUK_REV_DATA","extraction to generate investment Sukuk Revenue report dashboard","SQL_INV_SUKUK_REV_DATA","SQL to generate investment Sukuk Revenue report dashboard","TABLE               ","","Table:TP_ALL.REP","One data set","","BAB_KSA             ","Reporting Date","","",""
"","","","","","PS_ALL_STAT_BF","Static tables feeders","REP_BATCHES_FEED    ","BF_LMT_RP_INVMT","batchOfFeeders","Manual LImit Details for invetment Report","SQL_Y_GF","LMT_RP_INV_FEED","Manual Target Details Update Feeder for investment Reports","","","                    ","","Table:BAB_LMT_RP_INV.REP","One data set","","BAB_LIMIT           ","lastSnapshot","","",""
"","","","","","PS_TEST","","REP_BATCHES_FEED    ","BF_LMT_RP_SALES","batchOfFeeders","Manual LImit Details for invetment Report","SQL_Y_GF","LMT_RP_SALES_FEED","Manual Target and user & Acc RM Details Update Feeder for Sales Reports","","","                    ","","Table:BAB_ACC_USER_RM.REP;Table:BAB_LMT_RP_SALES.REP","One data set","","BAB_LIMIT           ","lastSnapshot","","",""
"","","","","","PS_ALL_STAT_BF","Static tables feeders","REP_BATCHES_FEED    ","BF_LMT_RP_SALES","batchOfFeeders","Manual LImit Details for invetment Report","SQL_Y_GF","LMT_RP_SALES_FEED","Manual Target and user & Acc RM Details Update Feeder for Sales Reports","","","                    ","","Table:BAB_ACC_USER_RM.REP;Table:BAB_LMT_RP_SALES.REP","One data set","","BAB_LIMIT           ","lastSnapshot","","",""
"BAB_SALES_RPT_DATA.REP","","","","","","","","BESALRPTDATABKP","batchOfDatamartExtractions","Batch to extraction to generate sales report data","","E_SALES_REP_DATA","extraction to generate sales report data","SQL_SALES_REP_DATA","","TABLE               ","","Table:TP_ALL.REP","One data set","","BAB_KSA             ","Reporting Date","","",""
"BAB_SALES_RPT_DATA.REP","","","","","PS_EOD_REPORT_DATA","PS_EOD_REPORT_DATA  for testing purpose only","REP_BATCHES_EXT     ","BE_SAL_RPT_DATA","batchOfDatamartExtractions","Batch to extraction to generate sales report data","","E_SALES_REP_DATA","extraction to generate sales report data","SQL_SALES_REP_DATA","","TABLE               ","","Table:TP_ALL.REP","One data set","","BAB_KSA             ","Reporting Date","","",""
"BAB_SALES_RPT_DATA.REP","","","","","PS_EOD_REPORT_DATA_1","","REP_BATCHES_EXT     ","BE_SAL_RPT_DATA","batchOfDatamartExtractions","Batch to extraction to generate sales report data","","E_SALES_REP_DATA","extraction to generate sales report data","SQL_SALES_REP_DATA","","TABLE               ","","Table:TP_ALL.REP","One data set","","BAB_KSA             ","Reporting Date","","",""
"BAB_SALES_RPT_DATA.REP","","","","","PS_EOD_REPORT_DT_TMP","PS_EOD_REPORT_DATA_1","REP_BATCHES_EXT     ","BE_SAL_RPT_DATA","batchOfDatamartExtractions","Batch to extraction to generate sales report data","","E_SALES_REP_DATA","extraction to generate sales report data","SQL_SALES_REP_DATA","","TABLE               ","","Table:TP_ALL.REP","One data set","","BAB_KSA             ","Reporting Date","","",""
"MX_NOSTRO_ACC_BALANCES.txt","$AppDir/datamart_extractions/NOSTRO","","","","PS_NOSTRO_RECON","Script to generate the SAMA related reports (GTMAtch and Inception)","REP_BATCHES_EXT     ","BE_NOST_ACC_BAL","batchOfDatamartExtractions","Batch to generate the Nostro Account Balances Report","","NOSTRO_ACC_BALANCES","","NOSTRO_ACC_BALANCES","","FILE                ","","Table:BAB_NOSTRO_RSK.REP","One data set","","MLC_BAB             ","Reporting Date","cd datamart_extractions; mkdir NOSTRO;","",""
"MX_NOSTRO_ACC_BALANCES.txt","$AppDir/datamart_extractions/NOSTRO","","","","PS_NOSTRO_RECON_RE","","REP_BATCHES_EXT     ","BE_NOST_ACC_BAL","batchOfDatamartExtractions","Batch to generate the Nostro Account Balances Report","","NOSTRO_ACC_BALANCES","","NOSTRO_ACC_BALANCES","","FILE                ","","Table:BAB_NOSTRO_RSK.REP","One data set","","MLC_BAB             ","Reporting Date","cd datamart_extractions; mkdir NOSTRO;","",""
"MX_NOSTRO_RECON_T1_INCP.REP","","","","","","","","BE_NOSTRO_INCPN","batchOfDatamartExtractions","Batch to extract the nostro recon details from the inception date","","NOSTRO_RECON_T1_EXT_INCPN","First Intermediate table to save required data pulled for recon","NOSTRO_RECON_T1_EXT_INCPN","Inception data sql","TABLE               ","","Table:TP_ALL.REP","One data set","","BAB_KSA             ","User Defined","","",""
"MX_NOSTRO_RECON_T2_INCP.REP","","","","","","","","BE_NOSTRO_INCPN","batchOfDatamartExtractions","Batch to extract the nostro recon details from the inception date","","NOSTRO_RECON_T2_EXT_INCPN","Second Intermediate table to save required data pulled for recon","NOSTRO_RECON_T2_EXT_INCPN","Second intermediate to update closing balances data","TABLE               ","","Table:TP_ALL.REP","One data set","","BAB_KSA             ","User Defined","","",""
"MX_NOSTRO_RECON_T3_INCP.REP","","","","","","","","BE_NOSTRO_INCPN","batchOfDatamartExtractions","Batch to extract the nostro recon details from the inception date","","NOSTRO_RECON_T3_EXT_INCPN","Final extraction to get the nostro recon results","NOSTRO_RECON_T3_EXT_INCPN","Final extraction to get the end result","TABLE               ","","Table:TP_ALL.REP","One data set","","BAB_KSA             ","User Defined","","",""
"MX_NOSTRO_RECON_INCP.REP","","","","","","","","BE_NOSTRO_INCPN","batchOfDatamartExtractions","Batch to extract the nostro recon details from the inception date","","NOSTRO_RECON_T4_EXT_INCPN","Final extraction to get the nostro recon results History","NOSTRO_RECON_T4_EXT_INCPN","Final extraction to get the end result History","TABLE               ","","Table:TP_ALL.REP","One data set","","BAB_KSA             ","User Defined","","",""
"BAB_FXU_NOS_DATA.REP","","","","","PS_TEST_1","PS_TEST","REP_BATCHES_EXT     ","BE_FXU_NOS_DATA","batchOfDatamartExtractions","","","E_FXU_DATA","extraction to generate sales report data","E_FXU_DATA","FX  Unit Nostro Data","TABLE               ","","Table:TP_ALL.REP","One data set","","BAB_KSA             ","Reporting Date","","","Parameter_Type:Double&MxHistoricalData_BAB_MDS:No Selection"
"BAB_FXU_NOS_DATA.REP","","","","","PS_EOD_REPORT_DATA","PS_EOD_REPORT_DATA  for testing purpose only","REP_BATCHES_EXT     ","BE_FXU_NOS_DATA","batchOfDatamartExtractions","","","E_FXU_DATA","extraction to generate sales report data","E_FXU_DATA","FX  Unit Nostro Data","TABLE               ","","Table:TP_ALL.REP","One data set","","BAB_KSA             ","Reporting Date","","","Parameter_Type:Double&MxHistoricalData_BAB_MDS:No Selection"
"BAB_FXU_NOS_DATA.REP","","","","","PS_NOST_EOD_RPT","PS_NOST_EOD_RPT","REP_BATCHES_EXT     ","BE_FXU_NOS_DATA","batchOfDatamartExtractions","","","E_FXU_DATA","extraction to generate sales report data","E_FXU_DATA","FX  Unit Nostro Data","TABLE               ","","Table:TP_ALL.REP","One data set","","BAB_KSA             ","Reporting Date","","","Parameter_Type:Double&MxHistoricalData_BAB_MDS:No Selection"
"FXU_REP_DATA.REP","","","","","","","","BE_FXU_DATA","batchOfDatamartExtractions","","","E_FXU_DATA","extraction to generate sales report data","E_FXU_DATA","FX  Unit Nostro Data","TABLE               ","","Table:TP_ALL.REP","One data set","","BAB_KSA             ","Reporting Date","","",""
"BAB_MX_BLOTTER_MM_DATA.REP","","","","","","","","BE_BLOT_MM_DATA","batchOfDatamartExtractions","","","E_BLOTTER_MM_DATA","extraction to generate blotter MM report data","E_BLOTTER_MM_DATA","","TABLE               ","","Table:TP_ALL.REP","One data set","","BAB_KSA             ","Reporting Date","","",""
"BAB_MX_BLOTTER_FX_DATA.REP","","","","","PS_ALL_ST_BF","Static tables feeders","REP_BATCHES_EXT     ","BE_BLOT_FX_DATA","batchOfDatamartExtractions","","","E_BLOTTER_FX_DATA","extraction to generate blotter FX report data","E_BLOTTER_FX_DATA","","TABLE               ","","Table:TP_ALL.REP","One data set","","BAB_KSA             ","Reporting Date","","",""
"","","","","","PS_D_DB_BLOT_PR","","REP_BATCHES_EXT     ","BE_M_DB_BLOT_PR","batchOfDatamartExtractions","","","E_MON_BLOTTER_PRS","Daily Blotter Dashboard for only PRS Deals","E_MON_BLOTTER_PRS","SQL REQUEST FOR PRS DEALS","VIEWER              ","E_MON_BLOTTER_PRS","Table:TP_ALL.REP","One data set","","BAB_KSA             ","Reporting Date","","",""
"","","","","","PR Monthly Blotter","","REP_BATCHES_EXT     ","BE_M_DB_BLOT_PR","batchOfDatamartExtractions","","","E_MON_BLOTTER_PRS","Daily Blotter Dashboard for only PRS Deals","E_MON_BLOTTER_PRS","SQL REQUEST FOR PRS DEALS","VIEWER              ","E_MON_BLOTTER_PRS","Table:TP_ALL.REP","One data set","","BAB_KSA             ","Reporting Date","","",""
"","","","","","PS_M_DB_BLOT_PR_BKP","","REP_BATCHES_EXT     ","BE_M_DB_BLOT_PR","batchOfDatamartExtractions","","","E_MON_BLOTTER_PRS","Daily Blotter Dashboard for only PRS Deals","E_MON_BLOTTER_PRS","SQL REQUEST FOR PRS DEALS","VIEWER              ","E_MON_BLOTTER_PRS","Table:TP_ALL.REP","One data set","","BAB_KSA             ","Reporting Date","","",""
"","","","","","Daily PRS Blotter","PS_D_DB_BLOT_PR - Renamed","REP_BATCHES_EXT     ","BE_M_DB_BLOT_PR","batchOfDatamartExtractions","","","E_MON_BLOTTER_PRS","Daily Blotter Dashboard for only PRS Deals","E_MON_BLOTTER_PRS","SQL REQUEST FOR PRS DEALS","VIEWER              ","E_MON_BLOTTER_PRS","Table:TP_ALL.REP","One data set","","BAB_KSA             ","Reporting Date","","",""
"BAB_INV_SUKUK_OS_DETAILS.REP","","","","","","","","BE_INV_SUK_DATA","batchOfDatamartExtractions","BE to generate the investment Sukuk outstanding deals detail report","","E_INV_SUKUK_DETAIL_OS_DATA","Extraction to generate the investment Sukuk outstanding deals detail report","E_INV_SUKUK_DETAIL_OS_DATA","SQL to generate the investment Sukuk outstanding deals detail report","TABLE               ","","Table:TP_ALL.REP","One data set","","BAB_KSA             ","Reporting Date","","",""
"MX_SIMAH_OTC_REPORT.REP","","","","","PS_SIMAH_OTC_RPT","SIMAH OTC Regulatory Report","REP_BATCHES_EXT     ","BE_SIMAH_OTCREP","batchOfDatamartExtractions","SIMAH OTC Regulatory Report","","E_SIMAH_OTC_REPORT","","SQL_SIMAH_OTC_REPORT","","TABLE               ","","Table:TP_ALL.REP","One data set","","BAB_KSA             ","Reporting Date","cd datamart_extractions/TROPS_OTC ; rm 1_558600*.*;","",""
"BAB_RISK_SUKUK_DETAILS.REP","","","","","PS_EOD_REPORT_DATA","PS_EOD_REPORT_DATA  for testing purpose only","REP_BATCHES_EXT     ","BE_RK_SUKD_DATA","batchOfDatamartExtractions","Risk sukuk Details Data","","E_RISK_SUKUK_DETAIL_DATA","","E_RISK_SUKUK_DETAIL_DATA","","TABLE               ","","Table:TP_ALL.REP","One data set","","BAB_KSA             ","Reporting Date","","",""
"BAB_RISK_SUKUK_DETAILS.REP","","","","","PS_EOD_REPORT_DATA_1","","REP_BATCHES_EXT     ","BE_RK_SUKD_DATA","batchOfDatamartExtractions","Risk sukuk Details Data","","E_RISK_SUKUK_DETAIL_DATA","","E_RISK_SUKUK_DETAIL_DATA","","TABLE               ","","Table:TP_ALL.REP","One data set","","BAB_KSA             ","Reporting Date","","",""
"BAB_RISK_SUKUK_DETAILS.REP","","","","","PS_EOD_REPORT_DT_TMP","PS_EOD_REPORT_DATA_1","REP_BATCHES_EXT     ","BE_RK_SUKD_DATA","batchOfDatamartExtractions","Risk sukuk Details Data","","E_RISK_SUKUK_DETAIL_DATA","","E_RISK_SUKUK_DETAIL_DATA","","TABLE               ","","Table:TP_ALL.REP","One data set","","BAB_KSA             ","Reporting Date","","",""
"BAB_LIMIT_UTLN_DATA.REP","","","","","PS_EOD_REPORT_DATA","PS_EOD_REPORT_DATA  for testing purpose only","REP_BATCHES_EXT     ","BE_LMT_UTL_DATA","batchOfDatamartExtractions","","","E_RISK_LIMIT_UTLN_DATA","","E_RISK_LIMIT_UTLN_DATA","Limit Utilization Data Generation","TABLE               ","","Table:TP_ALL.REP","One data set","","BAB_KSA             ","Reporting Date","","",""
"BAB_LIMIT_UTLN_DATA.REP","","","","","PS_EOD_REPORT_DATA_1","","REP_BATCHES_EXT     ","BE_LMT_UTL_DATA","batchOfDatamartExtractions","","","E_RISK_LIMIT_UTLN_DATA","","E_RISK_LIMIT_UTLN_DATA","Limit Utilization Data Generation","TABLE               ","","Table:TP_ALL.REP","One data set","","BAB_KSA             ","Reporting Date","","",""
"BAB_LIMIT_UTLN_DATA.REP","","","","","PS_EOD_REPORT_DT_TMP","PS_EOD_REPORT_DATA_1","REP_BATCHES_EXT     ","BE_LMT_UTL_DATA","batchOfDatamartExtractions","","","E_RISK_LIMIT_UTLN_DATA","","E_RISK_LIMIT_UTLN_DATA","Limit Utilization Data Generation","TABLE               ","","Table:TP_ALL.REP","One data set","","BAB_KSA             ","Reporting Date","","",""
"INV_SUKUK_OS_1.REP","","","","","PS_INV_SUKUK_OS","Script to generate the investment Sukuk OS report dashboard","REP_BATCHES_EXT     ","BE_INV_SUKUK_OS","batchOfDatamartExtractions","Batch to generate the investment Sukuk OS report dashboard","","E_INV_SUKUK_OS_1","extraction to generate investment Sukuk OS report dashboard","SQL_INV_SUKUK_OS_1","SQL to generate investment Sukuk OS report dashboard","TABLE               ","","Table:TP_ALL.REP","One data set","","BAB_KSA             ","Reporting Date","","",""
