"PROCESSING_SCRIPT","PROCESS_UNIT_NAME","PROCESS_UNIT_LABEL","M_PROCESSS_UNIT_DESC","PROCESSING_SCRIPTDESC","PERIOD","SIDE","DAY","SHIFTER"
"IR_CRV_ROLL_G5_PC   ","JPY curves roll     ","MARKETDATA.MARKETQUO","","Market data roll from T-1 to T on Product control market data set - G5 curves",1,0,7,"               "
"IR_CRV_ROLL_G5_PC   ","USD curves roll     ","MARKETDATA.MARKETQUO","","Market data roll from T-1 to T on Product control market data set - G5 curves",1,0,7,"               "
"IR_CRV_ROLL_MEA_FO  ","AED curves roll     ","MARKETDATA.MARKETQUO","","Market data roll from T-1 to T on Front office market data set - MEA curves",1,0,7,"               "
"IR_CRV_ROLL_MEA_FO  ","SAR curves roll     ","MARKETDATA.MARKETQUO","","Market data roll from T-1 to T on Front office market data set - MEA curves",1,0,7,"               "
"IR_CRV_ROLL_MEA_FO  ","ZAR curves roll     ","MARKETDATA.MARKETQUO","","Market data roll from T-1 to T on Front office market data set - MEA curves",1,0,7,"               "
"IR_CRV_ROLL_MEA_PC  ","AED curves roll     ","MARKETDATA.MARKETQUO","","Market data roll from T-1 to T on Product control market data set - MEA curves",1,0,7,"               "
"IR_CRV_ROLL_MEA_PC  ","SAR curves roll     ","MARKETDATA.MARKETQUO","","Market data roll from T-1 to T on Product control market data set - MEA curves",1,0,7,"               "
"IR_CRV_ROLL_MEA_PC  ","ZAR curves roll     ","MARKETDATA.MARKETQUO","","Market data roll from T-1 to T on Product control market data set - MEA curves",1,0,7,"               "
"Investment Summary  ","BE_RK_INV_SUMRY     ","REP_BATCHES_EXT     ","","PS_RK_INVEST_SUMMARY - Renamed",1,0,7,"               "
"LIMIT_DATE          ","                    ","ACGMOVELIMDATE      ","","LIMIT_DATE to go backwards to previous year",1,0,7,"               "
"LTM Details         ","BE_INV_LTM          ","REP_BATCHES_EXT     ","","PS_INV_LTM - Renamed",1,0,7,"               "
"Lending Details     ","BE_BSBM_LENDING     ","REP_BATCHES_EXT     ","","",1,0,7,"               "
"MARKETDATA_COPY     ","                    ","MD-COPY             ","","Copy from MDS to Overnight and Historical",1,0,7,"               "
"MARKETDATA_COPY     ","                    ","MD-COPY             ","","Copy from MDS to Overnight and Historical",1,0,7,"               "
"MARKETDATA_COPY_CLOS","                    ","MD-COPY             ","","Market Data Copy from FO market data set to the Closing market data set",1,0,7,"               "
"MARKETDATA_COPY_DIV ","                    ","MD-COPY             ","","Copy of dividends to historical tables",1,0,7,"               "
"MARKETDATA_COPY_DIV ","                    ","MD-DIV-CLEAN        ","","Copy of dividends to historical tables",1,0,7,"               "
"MARKETDATA_COPY_FOPC","                    ","MD-COPY             ","","Market data copy from FO market data set to the PC market data set",1,0,7,"               "
"MARKETDATA_COPY_SOD ","                    ","MD-COPY             ","","Market Data Copy from PC market data set to the start of day PC market data set",1,0,7,"               "
"MARKETDATA_COPY_SODF","                    ","MD-COPY             ","","Market Data Copy from FO market data set to the start of day FO market data set",1,0,7,"               "
"MARKETDATA_PURGE    ","EOM exclusion       ","MD-PURGE            ","","Market Data Purge",3,1,7,"               "
"MARKETDATA_PURGE    ","EOY exclusion       ","MD-PURGE            ","","Market Data Purge",3,1,7,"               "
"MARKETDATA_WRMP     ","                    ","MD.EXPORT.MDCS      ","","Market Data: MDS - WarmUp - Realtime Subrule",1,0,7,"               "
"MARKETDATA_WRMP_RTSH","                    ","MD.EXPORT.MDCS      ","","Market Data: rtsh:sheet - WarmUp",1,0,7,"               "
"MATSET_AUTOMATIC_GEN","                    ","MATSET.AUTOMATIC.GEN","","Generates new pillars according to the generation rules",1,0,7,"               "
"MD_MDS_FO_TO_MDS    ","                    ","MD-COPY             ","","processing script for Market Data Copy from MDS_FO to MDS",1,0,7,"               "
"MF-Dividend Details ","BE_INV_MF_DIVIN     ","REP_BATCHES_EXT     ","","PS_INV_MF_DIVIN - Renamed",1,0,7,"               "
"MKTDATA_IMP_CDBSK_FO","                    ","MD.IMPORT.MDCS      ","","Market data import of credit baskets from cache to MDS FO",1,0,7,"               "
"MKTDATA_IMP_CDBSK_PC","                    ","MD.IMPORT.MDCS      ","","Market data import of credit baskets from cache to MDS",1,0,7,"               "
"MKTDATA_IMP_CDSH_FO ","                    ","MD.IMPORT.MDCS      ","","Market data import of credit sheets from cache to MDS FO",1,0,7,"               "
"MKTDATA_IMP_CDSH_PC ","                    ","MD.IMPORT.MDCS      ","","Market data import of credit sheets from cache to MDS",1,0,7,"               "
"MKTDATA_IMP_FXSM_FO ","                    ","MD.IMPORT.MDCS      ","","Market data import of FX smiles from cache to MDS FO",1,0,7,"               "
"MKTDATA_IMP_FXSM_PC ","                    ","MD.IMPORT.MDCS      ","","Market data import of FX smiles from cache to MDS",1,0,7,"               "
"MKTDATA_IMP_FXSP_FO ","                    ","MD.IMPORT.MDCS      ","","Market data import of FX spots from cache to MDS FO",1,0,7,"               "
"MKTDATA_IMP_FXSP_PC ","                    ","MD.IMPORT.MDCS      ","","Market data import of FX spots from cache to MDS",1,0,7,"               "
"MKTDATA_IMP_FXVL_FO ","                    ","MD.IMPORT.MDCS      ","","Market data import of FX volatilities from cache to MDS FO",1,0,7,"               "
"MKTDATA_IMP_FXVL_PC ","                    ","MD.IMPORT.MDCS      ","","Market data import of FX volatilities from cache to MDS",1,0,7,"               "
"MKTDATA_IMP_RTCS_FO ","                    ","MD.IMPORT.MDCS      ","","Market data import of capfloor smiles from cache to MDS FO",1,0,7,"               "
"MKTDATA_IMP_RTCS_PC ","                    ","MD.IMPORT.MDCS      ","","Market data import of capfloor smiles from cache to MDS",1,0,7,"               "
"MKTDATA_IMP_RTCV_FO ","                    ","MD.IMPORT.MDCS      ","","Market data import of capfloor volatilities from cache to MDS FO",1,0,7,"               "
"MKTDATA_IMP_RTCV_PC ","                    ","MD.IMPORT.MDCS      ","","Market data import of capfloor volatilities from cache to MDS",1,0,7,"               "
"MKTDATA_IMP_RTSH_FO ","                    ","MD.IMPORT.MDCS      ","","Market data import of rate sheets from cache to MDS FO",1,0,7,"               "
"MKTDATA_IMP_RTSH_PC ","                    ","MD.IMPORT.MDCS      ","","Market data import of rate sheets from cache to MDS",1,0,7,"               "
"MKTDATA_IMP_RTSV_FO ","                    ","MD.IMPORT.MDCS      ","","Market data import of swaption volatilities from cache to MDS FO",1,0,7,"               "
"MKTDATA_IMP_RTSV_PC ","                    ","MD.IMPORT.MDCS      ","","Market data import of swaption volatilities from cache to MDS",1,0,7,"               "
"MKTDATA_IMP_SCPR_FO ","                    ","MD.IMPORT.MDCS      ","","Market data import of security prices from cache to MDS FO",1,0,7,"               "
"MKTDATA_IMP_SCPR_PC ","                    ","MD.IMPORT.MDCS      ","","Market data import of security prices from cache to MDS",1,0,7,"               "
"MKTDATA_IMP_USD_FO  ","                    ","MD.IMPORT.MDCS      ","","Market data import of USD rates from cache to MDS FO",1,0,7,"               "
"MKTDATA_IMP_USD_PC  ","                    ","MD.IMPORT.MDCS      ","","Market data import of USD rates from cache to MDS",1,0,7,"               "
"MLC_EQ_AVG_PS       ","BE_MLC_EQ_AVG       ","REP_BATCHES_EXT     ","","Risk Computation - MLC LIQ EQ Batch of Datamart Extraction",1,0,7,"               "
"MLC_EQ_AVG_PS       ","BF_ERM_LIQ_EQ       ","REP_BATCHES_FEED    ","","Risk Computation - MLC LIQ EQ Batch of Datamart Extraction",1,0,7,"               "
"MM C.party Limits   ","BE_RK_CPTY_LTMO     ","REP_BATCHES_EXT     ","","PS_RK_CPTY_LTMO - Reanmed",1,0,7,"               "
"MM Deals Details    ","BE_RISK_CONSOLD     ","REP_BATCHES_EXT     ","","PS_ERM_MM_DEALS - Renamed",1,0,7,"               "
"MM Gap Summary      ","BE_RK_MMGAP_SUM     ","REP_BATCHES_EXT     ","","PS_RK_MMGAP_SUMMARY - Renamed",1,0,7,"               "
"MM Live Deals       ","BE_MIS_DAT_FILE     ","REP_BATCHES_EXT     ","","Script to extract the data from MIS_MASTER table to view in GUI",1,0,7,"               "
"MM Monthly Blotter  ","BE_M_DB_BLOT_MM     ","REP_BATCHES_EXT     ","","",1,0,7,"               "
"MM Outstanding      ","BE_TDD_MM_OUTST     ","REP_BATCHES_EXT     ","","PS_TDD_MM_OUTSTANDNG - Renamed",1,0,7,"               "
"MM Reconcil         ","BE_RISK_CONSOLD     ","REP_BATCHES_EXT     ","","",1,0,7,"               "
"MM SAR CF Report    ","BE_RK_SAR_CF        ","REP_BATCHES_EXT     ","","PS_RISK_MM_SAR_CF - Renamed",1,0,7,"               "
"MM SAR Gap Report   ","BE_MM_GAP_SAR       ","REP_BATCHES_EXT     ","","PS_RISK_SAR_MM_GAP - Renamed",1,0,7,"               "
"MM SAR Gap Report   ","BE_SAR_MM_GAP       ","REP_BATCHES_EXT     ","","PS_RISK_SAR_MM_GAP - Renamed",1,0,7,"               "
"MM USD CF Report    ","BE_RK_USD_CF        ","REP_BATCHES_EXT     ","","PS_RISK_MM_USD_CF - Renamed",1,0,7,"               "
"MM USD Gap Report   ","BE_MM_GAP_USD       ","REP_BATCHES_EXT     ","","PS_RISK_USD_MM_GAP - Renamed",1,0,7,"               "
"MM USD Gap Report   ","BE_USD_MM_GAP       ","REP_BATCHES_EXT     ","","PS_RISK_USD_MM_GAP - Renamed",1,0,7,"               "
"MO_EOD              ","                    ","PLCCENTER-EOD       ","","Middle Office EOD",1,0,7,"               "
"MO_EOD_CLOSEDOWN    ","                    ","CLOSE-DOWN          ","","Closedown procedure",1,0,7,"               "
"MO_EOD_CLOSEDOWN CE2","                    ","CLOSE-DOWN          ","","Closedown procedure CE2",1,0,7,"               "
"MO_EOD_CLOSEDOWN_UND","                    ","UNDO-CLOSE-DOWN     ","","MO EOD Close Down Undo",1,0,7,"               "
"MO_EOD_PL_ACCEPT    ","                    ","TRADES-ACCEPT       ","","Trade Acceptance (Acceptance mode=Manual)",1,0,7,"               "
"MRL_DV01_PS         ","BF_MRL_DV01         ","REP_BATCHES_FEED    ","","Risk Computation - MRL DV01",1,0,7,"               "
"MRL_SUKUK_DUR_PS    ","BE_MRL_SUK_DUR      ","REP_BATCHES_EXT     ","","Risk Computation - Sukuk Duration MRL",1,0,7,"               "
"MRL_SUKUK_DUR_PS    ","BF_MRL_SUK_DUR      ","REP_BATCHES_FEED    ","","Risk Computation - Sukuk Duration MRL",1,0,7,"               "
"MRL_SUKUK_DUR_PS    ","BF_MRL_SUK_LIQ      ","REP_BATCHES_FEED    ","","Risk Computation - Sukuk Duration MRL",1,0,7,"               "
"MTM_FX_DELTA_SWEEP  ","                    ","P&L SELL DOWN       ","","FX Delta Sweep for CE Trading books excl. FX",1,0,7,"               "
"MTM_FX_DELTA_SWP_CE2","                    ","P&L SELL DOWN       ","","FX Delta Sweep for CE2 Trading books excl. FX",1,0,7,"               "
"MX_COL_AGREE_PS     ","MX_COL_AGREE_BF     ","REP_BATCHES_FEED    ","","",1,0,7,"               "
"MX_COL_EX_AL_PS     ","MX_COL_ELG_BF       ","REP_BATCHES_FEED    ","","",1,0,7,"               "
"MX_COL_EX_AL_PS     ","MX_COL_EXC_BF       ","REP_BATCHES_FEED    ","","",1,0,7,"               "
"MX_COL_EX_AL_PS     ","MX_COL_EX_AL_BF     ","REP_BATCHES_FEED    ","","",1,0,7,"               "
"MX_COL_INV_PS       ","MX_COL_INV_BF       ","REP_BATCHES_FEED    ","","",1,0,7,"               "
"MX_COL_MLC_PS       ","MX_COL_MLC_BF       ","REP_BATCHES_FEED    ","","",1,0,7,"               "
"MX_COL_STA_PS       ","MX_COL_STA_BF       ","REP_BATCHES_FEED    ","","",1,0,7,"               "
"MX_COL_TP_PS        ","MX_COL_TP_BF        ","REP_BATCHES_FEED    ","","",1,0,7,"               "
"MX_CS_ES1_PS        ","MX_CS_E1_BF         ","REP_BATCHES_FEED    ","","Launches the BOF for CS04 reports for ES1",1,0,7,"               "
"MX_CS_ES1_PS_BE     ","                    ","REP_BATCHES_EXT     ","","Launches BOE for CS01 & CS04 reports for ES1",1,0,7,"               "
"MX_CS_ES1_PS_BE     ","                    ","REP_BATCHES_EXT     ","","Launches BOE for CS01 & CS04 reports for ES1",1,0,7,"               "
"MX_CS_ES2_PS        ","                    ","REP_BATCHES_EXT     ","","Launches the BOFs and BOEs for CS01 reports for ES2",1,0,7,"               "
"MX_CS_ES2_PS        ","                    ","REP_BATCHES_FEED    ","","Launches the BOFs and BOEs for CS01 reports for ES2",1,0,7,"               "
"MX_ERM_CNISS_REP_PS ","                    ","LIMITS LTS          ","","Populate Country Issuer Utilisation LRB report to DB, and feed to datamart tables",1,0,7,"               "
"MX_ERM_CNISS_REP_PS ","                    ","REP_BATCHES_FEED    ","","Populate Country Issuer Utilisation LRB report to DB, and feed to datamart tables",1,0,7,"               "
"MX_ERM_CNLEN_REP_PS ","                    ","LIMITS LTS          ","","Populate Country Lending Utilisation LRB report to DB, and feed to datamart tables",1,0,7,"               "
"MX_ERM_CNLEN_REP_PS ","                    ","REP_BATCHES_FEED    ","","Populate Country Lending Utilisation LRB report to DB, and feed to datamart tables",1,0,7,"               "
"MX_ERM_CNPSR_REP_PS ","                    ","LIMITS LTS          ","","Populate Country PreSettlement Utilisation LRB report to DB, and feed to datamart tables",1,0,7,"               "
"MX_ERM_CNPSR_REP_PS ","                    ","REP_BATCHES_FEED    ","","Populate Country PreSettlement Utilisation LRB report to DB, and feed to datamart tables",1,0,7,"               "
"MX_ERM_CNTCR_REP_PS ","                    ","LIMITS LTS          ","","Populate Country Total Credit Risk Utilisation LRB report to DB, and feed to datamart tables",1,0,7,"               "
"MX_ERM_CNTCR_REP_PS ","                    ","REP_BATCHES_FEED    ","","Populate Country Total Credit Risk Utilisation LRB report to DB, and feed to datamart tables",1,0,7,"               "
"MX_ERM_CPISS_REP_PS ","                    ","LIMITS LTS          ","","Populate Ctp Issuer Transaction and Utilisation LRB reports to DB, and feed them to datamart tables",1,0,7,"               "
"MX_ERM_CPISS_REP_PS ","                    ","LIMITS LTS          ","","Populate Ctp Issuer Transaction and Utilisation LRB reports to DB, and feed them to datamart tables",1,0,7,"               "
"MX_ERM_CPISS_REP_PS ","                    ","REP_BATCHES_FEED    ","","Populate Ctp Issuer Transaction and Utilisation LRB reports to DB, and feed them to datamart tables",1,0,7,"               "
"MX_ERM_CPLEN_REP_PS ","                    ","LIMITS LTS          ","","Populate Ctp Lending Transaction and Utilisation LRB reports to DB, and feed them to datamart tables",1,0,7,"               "
"MX_ERM_CPLEN_REP_PS ","                    ","LIMITS LTS          ","","Populate Ctp Lending Transaction and Utilisation LRB reports to DB, and feed them to datamart tables",1,0,7,"               "
"MX_ERM_CPLEN_REP_PS ","                    ","REP_BATCHES_FEED    ","","Populate Ctp Lending Transaction and Utilisation LRB reports to DB, and feed them to datamart tables",1,0,7,"               "
"MX_ERM_CPNOT_REP_PS ","                    ","LIMITS LTS          ","","Populate Ctp Notional Transaction and Utilisation LRB reports to DB, feed them to datamart tables",1,0,7,"               "
"MX_ERM_CPNOT_REP_PS ","                    ","LIMITS LTS          ","","Populate Ctp Notional Transaction and Utilisation LRB reports to DB, feed them to datamart tables",1,0,7,"               "
"MX_ERM_CPNOT_REP_PS ","                    ","REP_BATCHES_FEED    ","","Populate Ctp Notional Transaction and Utilisation LRB reports to DB, feed them to datamart tables",1,0,7,"               "
"MX_ERM_CPPCE_REP_PS ","                    ","LIMITS LTS          ","","Populate Ctp PCE Transaction and Utilisation LRB reports to DB, and feed them to datamart tables",1,0,7,"               "
"MX_ERM_CPPCE_REP_PS ","                    ","LIMITS LTS          ","","Populate Ctp PCE Transaction and Utilisation LRB reports to DB, and feed them to datamart tables",1,0,7,"               "
"MX_ERM_CPPCE_REP_PS ","                    ","REP_BATCHES_FEED    ","","Populate Ctp PCE Transaction and Utilisation LRB reports to DB, and feed them to datamart tables",1,0,7,"               "
"MX_ERM_CPPSR_REP_PS ","                    ","LIMITS LTS          ","","Populate Ctp PSR Transaction and Utilisation LRB reports to DB, and feed them to datamart tables",1,0,7,"               "
"MX_ERM_CPPSR_REP_PS ","                    ","LIMITS LTS          ","","Populate Ctp PSR Transaction and Utilisation LRB reports to DB, and feed them to datamart tables",1,0,7,"               "
"MX_ERM_CPPSR_REP_PS ","                    ","REP_BATCHES_FEED    ","","Populate Ctp PSR Transaction and Utilisation LRB reports to DB, and feed them to datamart tables",1,0,7,"               "
"MX_ERM_CPSR_REP_PS  ","                    ","LIMITS LTS          ","","Populate Ctp SR Transaction and Utilisation LRB reports to DB, and feed them to datamart tables",1,0,7,"               "
"MX_ERM_CPSR_REP_PS  ","                    ","LIMITS LTS          ","","Populate Ctp SR Transaction and Utilisation LRB reports to DB, and feed them to datamart tables",1,0,7,"               "
"MX_ERM_CPSR_REP_PS  ","                    ","REP_BATCHES_FEED    ","","Populate Ctp SR Transaction and Utilisation LRB reports to DB, and feed them to datamart tables",1,0,7,"               "
"MX_ERM_CPTCR_REP_PS ","                    ","LIMITS LTS          ","","Populate Ctp Total Credit Risk Utilisation LRB report to DB, and feed to datamart tables",1,0,7,"               "
"MX_ERM_CPTCR_REP_PS ","                    ","REP_BATCHES_FEED    ","","Populate Ctp Total Credit Risk Utilisation LRB report to DB, and feed to datamart tables",1,0,7,"               "
"MX_ERM_RWA_REP_PS   ","                    ","LIMITS LTS          ","","Populate RWA Transaction and Utilisation LRB reports to DB, and feed them to datamart tables",1,0,7,"               "
"MX_ERM_RWA_REP_PS   ","                    ","LIMITS LTS          ","","Populate RWA Transaction and Utilisation LRB reports to DB, and feed them to datamart tables",1,0,7,"               "
"MX_ERM_RWA_REP_PS   ","                    ","REP_BATCHES_FEED    ","","Populate RWA Transaction and Utilisation LRB reports to DB, and feed them to datamart tables",1,0,7,"               "
"MX_ERM_SACCR_REP_PS ","                    ","LIMITS LTS          ","","Populate SACCR Transaction and Utilisation LRB reports to DB, and feed them to datamart tables",1,0,7,"               "
"MX_ERM_SACCR_REP_PS ","                    ","LIMITS LTS          ","","Populate SACCR Transaction and Utilisation LRB reports to DB, and feed them to datamart tables",1,0,7,"               "
"MX_ERM_SACCR_REP_PS ","                    ","REP_BATCHES_FEED    ","","Populate SACCR Transaction and Utilisation LRB reports to DB, and feed them to datamart tables",1,0,7,"               "
"MX_ERM_SCISS_REP_PS ","                    ","LIMITS LTS          ","","Populate Sector Issuer Utilisation LRB report to DB, and feed to datamart tables",1,0,7,"               "
"MX_ERM_SCISS_REP_PS ","                    ","REP_BATCHES_FEED    ","","Populate Sector Issuer Utilisation LRB report to DB, and feed to datamart tables",1,0,7,"               "
"MX_ERM_SCLEN_REP_PS ","                    ","LIMITS LTS          ","","Populate Sector Lending Utilisation LRB report to DB, and feed to datamart tables",1,0,7,"               "
"MX_ERM_SCLEN_REP_PS ","                    ","REP_BATCHES_FEED    ","","Populate Sector Lending Utilisation LRB report to DB, and feed to datamart tables",1,0,7,"               "
"MX_ERM_SCPSR_REP_PS ","                    ","LIMITS LTS          ","","Populate Sector PSR Utilisation LRB report to DB, and feed to datamart tables",1,0,7,"               "
"MX_ERM_SCPSR_REP_PS ","                    ","REP_BATCHES_FEED    ","","Populate Sector PSR Utilisation LRB report to DB, and feed to datamart tables",1,0,7,"               "
"MX_ERM_SCTCR_REP_PS ","                    ","LIMITS LTS          ","","Populate Sector TCR Utilisation LRB report to DB, and feed to datamart tables",1,0,7,"               "
"MX_ERM_SCTCR_REP_PS ","                    ","REP_BATCHES_FEED    ","","Populate Sector TCR Utilisation LRB report to DB, and feed to datamart tables",1,0,7,"               "
"MX_ERM_SFT_REP_PS   ","                    ","LIMITS LTS          ","","Populate SFT Transaction and Utilisation LRB reports to DB, and feed them to datamart tables",1,0,7,"               "
"MX_ERM_SFT_REP_PS   ","                    ","LIMITS LTS          ","","Populate SFT Transaction and Utilisation LRB reports to DB, and feed them to datamart tables",1,0,7,"               "
"MX_ERM_SFT_REP_PS   ","                    ","REP_BATCHES_FEED    ","","Populate SFT Transaction and Utilisation LRB reports to DB, and feed them to datamart tables",1,0,7,"               "
"MX_MD_DepC1_PS      ","                    ","REP_BATCHES_EXT     ","","Market Dependencies Consolidated for CE",1,0,7,"               "
"MX_MD_DepC1_PS      ","                    ","REP_BATCHES_FEED    ","","Market Dependencies Consolidated for CE",1,0,7,"               "
"MX_MD_DepC2_PS      ","                    ","REP_BATCHES_EXT     ","","Market Dependencies Consolidated for CE2",1,0,7,"               "
"MX_MD_DepC2_PS      ","                    ","REP_BATCHES_FEED    ","","Market Dependencies Consolidated for CE2",1,0,7,"               "
"MX_MD_DepT1_PS      ","                    ","REP_BATCHES_EXT     ","","Market Dependencies by trade + tree for CE",1,0,7,"               "
"MX_MD_DepT1_PS      ","                    ","REP_BATCHES_EXT     ","","Market Dependencies by trade + tree for CE",1,0,7,"               "
"MX_MD_DepT1_PS      ","                    ","REP_BATCHES_FEED    ","","Market Dependencies by trade + tree for CE",1,0,7,"               "
"MX_MD_DepT2_PS      ","                    ","REP_BATCHES_EXT     ","","Market Dependencies by trade + tree for CE2",1,0,7,"               "
"MX_MD_DepT2_PS      ","                    ","REP_BATCHES_EXT     ","","Market Dependencies by trade + tree for CE2",1,0,7,"               "
"MX_MD_DepT2_PS      ","                    ","REP_BATCHES_FEED    ","","Market Dependencies by trade + tree for CE2",1,0,7,"               "
"MX_MD_MDS_PS        ","MX_MD_MDS_T_BE      ","REP_BATCHES_EXT     ","","Market data - MDS",1,0,7,"               "
"MX_MD_MDS_PS        ","MX_MD_MDS_Y_BF      ","REP_BATCHES_FEED    ","","Market data - MDS",1,0,7,"               "
"MX_MD_SOD_PS        ","                    ","REP_BATCHES_EXT     ","","Market data - MDS SOD",1,0,7,"               "
"MX_MD_SOD_PS        ","                    ","REP_BATCHES_FEED    ","","Market data - MDS SOD",1,0,7,"               "
"MX_NLRPOS_ES1_PS    ","                    ","REP_BATCHES_FEED    ","","Batch of feeders for Normal and backbone ATM vega by trade - ES1",1,0,7,"               "
"MX_NLRPOS_ES2_PS    ","                    ","REP_BATCHES_FEED    ","","Batch of feeders for Normal and backbone ATM vega by trade - ES2",1,0,7,"               "
"MX_PERF_ASGMT_ENRICH","MX_PERF_ASGT_BF     ","REP_BATCHES_FEED    ","","Generate and enrich the assignment Information for Pension,assurance perfomance calculatioin",1,0,7,"               "
"MX_PERF_ASGMT_ENRICH","PERF_BM_ASG_ALL     ","REP_BATCHES_FEED    ","","Generate and enrich the assignment Information for Pension,assurance perfomance calculatioin",1,0,7,"               "
"MX_PERF_ASGMT_ENRICH","PERF_BM_ASG_LVL     ","REP_BATCHES_FEED    ","","Generate and enrich the assignment Information for Pension,assurance perfomance calculatioin",1,0,7,"               "
"MX_PERF_ASGMT_ENRICH","PERF_PTF_LVL_BF     ","REP_BATCHES_FEED    ","","Generate and enrich the assignment Information for Pension,assurance perfomance calculatioin",1,0,7,"               "
"MX_PERF_LOAD        ","MX_ PERF_ASSIGN_REP ","REP_BATCHES_FEED    ","Fills in MX_PERF_ASSIGN_REP with the benchmark assignments","Loads new data for internal and external performance and assignments, old data purged",1,0,7,"               "
"MX_PERF_LOAD        ","MX_PERF_BENCH_REP   ","REP_BATCHES_FEED    ","Fills in MX_PERF_BENCH_REP with external performance figures for some benchmarks","Loads new data for internal and external performance and assignments, old data purged",1,0,7,"               "
"MX_PERF_LOAD        ","MX_PERF_REP         ","REP_BATCHES_FEED    ","Fills in MX_PERF_REP with internal performance figures","Loads new data for internal and external performance and assignments, old data purged",1,0,7,"               "
"MX_PERF_LOAD        ","Purge Assignments   ","REP_PURGE_RULE      ","Purges assignments if the batch has been run manually during the day by another user","Loads new data for internal and external performance and assignments, old data purged",1,0,7,"               "
"MX_PERF_LOAD        ","Purge External Perf ","REP_PURGE_RULE      ","Purges External performance if it was generated during the day by another user, to avoid duplicates","Loads new data for internal and external performance and assignments, old data purged",1,0,7,"               "
"MX_PERF_LOAD        ","Purge Internal Perf ","REP_PURGE_RULE      ","Purges Internal performance if it was generated during the day by another user, to avoid duplicates","Loads new data for internal and external performance and assignments, old data purged",1,0,7,"               "
"MX_PLA_LE1_PS       ","MX_PLA1_LBA_BF      ","REP_BATCHES_FEED    ","","Batch of feeders for Official Accrual reports using AVP3 - ES1",1,0,7,"               "
"MX_PLA_LE1_PS_BKP   ","MX_PLA1_LBA_BE      ","REP_BATCHES_EXT     ","","Batch of feeders and extractions for Official Accrual reports using AVP3 - ES1",1,0,7,"               "
"MX_PLA_LE1_PS_BKP   ","MX_PLA1_LBA_BF      ","REP_BATCHES_FEED    ","","Batch of feeders and extractions for Official Accrual reports using AVP3 - ES1",1,0,7,"               "
"MX_PLA_LE1_PS_EXT   ","                    ","REP_BATCHES_EXT     ","","",1,0,7,"               "
"MX_PLA_LE2_PS       ","                    ","REP_BATCHES_EXT     ","","Batch of feeders and extractions for Official Accrual reports using AVP3 - ES2",1,0,7,"               "
"MX_PLA_LE2_PS       ","                    ","REP_BATCHES_FEED    ","","Batch of feeders and extractions for Official Accrual reports using AVP3 - ES2",1,0,7,"               "
"MX_PLA_LFE1_PS      ","                    ","REP_BATCHES_EXT     ","","Batch of feeders and extractions for Official Accrual reports using FIFO3 - ES1",1,0,7,"               "
"MX_PLA_LFE1_PS      ","                    ","REP_BATCHES_FEED    ","","Batch of feeders and extractions for Official Accrual reports using FIFO3 - ES1",1,0,7,"               "
"MX_PLA_LFE2_PS      ","                    ","REP_BATCHES_EXT     ","","Batch of feeders and extractions for Official Accrual reports using FIFO3 - ES2",1,0,7,"               "
"MX_PLA_LFE2_PS      ","                    ","REP_BATCHES_FEED    ","","Batch of feeders and extractions for Official Accrual reports using FIFO3 - ES2",1,0,7,"               "
"MX_PLA_LMV1_PS      ","MX_PLA1_LMV_BE      ","REP_BATCHES_EXT     ","","Batch of feeders and extractions for joined official accrual reports using AVP3 - ES1",1,0,7,"               "
"MX_PLA_LMV2_PS      ","                    ","REP_BATCHES_EXT     ","","Batch of feeders and extractions for joined official accrual reports using AVP3 - ES2",1,0,7,"               "
"MX_PLA_LMVF1_PS     ","                    ","REP_BATCHES_EXT     ","","Batch of feeders and extractions for joined official accrual reports using FIFO3- ES1",1,0,7,"               "
"MX_PLA_LMVF2_PS     ","                    ","REP_BATCHES_EXT     ","","Batch of feeders and extractions for joined official accrual reports using FIFO3- ES2",1,0,7,"               "
"MX_PLA_ME1_PS_EXT_A ","MX_E1A_PLACC_BE     ","REP_BATCHES_EXT     ","","PLACC Report Account Currency",1,0,7,"               "
"MX_PLA_ME1_PS_EXT_R ","MX_E1R_PLACC_BE     ","REP_BATCHES_EXT     ","","PLACC Report RepCurrency",1,0,7,"               "
"MX_PLA_ME1_PS_EXT_U ","MX_E1U_PLACC_BE     ","REP_BATCHES_EXT     ","","PLACC Report Leg currency",1,0,7,"               "
"MX_PLA_ME1_PS_FDR   ","MX_PLA_ME1_BF       ","REP_BATCHES_FEED    ","","Feeder for PLA_MV.REP table base for PLACC reports",1,0,7,"               "
"MX_PLA_ME2_PS       ","                    ","REP_BATCHES_EXT     ","","Batch of feeders and extractions for PLACC reports - ES2",1,0,7,"               "
"MX_PLA_ME2_PS       ","                    ","REP_BATCHES_EXT     ","","Batch of feeders and extractions for PLACC reports - ES2",1,0,7,"               "
"MX_PLA_ME2_PS       ","                    ","REP_BATCHES_EXT     ","","Batch of feeders and extractions for PLACC reports - ES2",1,0,7,"               "
"MX_PLA_ME2_PS       ","                    ","REP_BATCHES_FEED    ","","Batch of feeders and extractions for PLACC reports - ES2",1,0,7,"               "
"MX_PLM_EE1_PS       ","MX_E1_PLMtM8_BE     ","REP_BATCHES_EXT     ","","Entry PL extraction for ES1",1,0,7,"               "
